Edos List,,,,,,,,,,,
#,state,city,test code,test name,mrp,group,specimen type,method,temp,test schedule,tat
324,Maharashtra,Mumbai,MOLPA-O-247,test_324,1950,C5,4 ml Serum,IFA,2 - 8 °C,Daily 12 PM,Next day 7 pm
325,Maharashtra,Mumbai,BIOC005,test_325,660,C2,10 ml Aliquot of 24 Hrs. Urine. No Preservative,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
326,Maharashtra,Mumbai,BIOC135,test_326,640,C2,10 ml Spot Urine,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
327,Maharashtra,Mumbai,BIOC004,test_327,610,C2,10 ml Aliquot of 24 Hrs. Urine. No Preservative,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
328,Maharashtra,Mumbai,BIOC134,test_328,610,C2,10 ml Spot Urine,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
329,Maharashtra,Mumbai,BIOC-O-152,test_329,710,C6,10 ml Spot Urine,Biochemical,Room Temp,Daily 5 pm,Next Day 1 pm
330,Maharashtra,Mumbai,BIOC-O-151,test_330,710,C6,10 ml Spot Urine,Biochemical,Room Temp,Daily 6 pm,Next Day 1 pm
331,Maharashtra,Mumbai,BIOC-O-149,test_331,3500,C6,"20 ml Aliquot of 24 Hrs. Urine With 6 N HCL as Preservative, Mention urine volume",EIA,2 - 8 °C,Wed / Sat 5 pm,3rd day 8 pm
332,Maharashtra,Mumbai,BIOC-O-150,test_332,5450,C6,3 ml EDTA Whole Blood,EIA,2 - 8 °C,Mon / Thu 5 pm,3rd day 8 pm
333,Maharashtra,Mumbai,MOLBI160,test_333,25000,C8,2 ml CSF in Sterile Container,Multiplex PCR,2 - 8 °C,Daily 3 pm,3rd day 7 pm
334,Maharashtra,Mumbai,ELISA-O-091,test_334,1870,C5,2 ml Serum,CLIA,2 - 8 °C,Daily 6 pm,Next day 7 pm
335,Maharashtra,Mumbai,ELISA-O-152,test_335,3000,C5,2 ml CSF in Sterile Container & 3 ml serum,EIA,2 - 8 °C,Mon/ Thu 12 pm,Next day 7 pm
336,Maharashtra,Mumbai,ELISA-O-089,test_336,1870,C5,3 ml Serum,CLIA,2 - 8 °C,Daily 6 pm,Next day 7 pm
337,Maharashtra,Mumbai,SERO026,test_337,270,C3,Skin prick test,Manual (For Walkin patients only),2 - 8 °C,Daily 9 am to 7 pm,3rd Day
338,Maharashtra,Mumbai,BIOC-O-138,test_338,2200,C5,10 ml aliquot from 24 hrs urine  Collected In Acid Washed container (Metal Free) Container,ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 9 pm
339,Maharashtra,Mumbai,BIOC-O-137,test_339,2200,C5,10 ml Aliquot of Random Urine Collected In An Acid Washed (Metal Free) Container,ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 9 pm
340,Maharashtra,Mumbai,BIOC-O-136,test_340,3350,C6,4 ml Serum In Metal Free Tube,ICPMS,2 - 8 °C,Daily 6 pm,4th Day 7 pm
341,Maharashtra,Mumbai,BIOC-O-135,test_341,2200,C5,4 ml EDTA Whole Blood In Metal Free Tube (K2 EDTA Royal Tube),ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 9 pm
342,Maharashtra,Mumbai,HAEM034,test_342,600,C2,3 ml EDTA Whole Blood,Immuno Chromatography,2 - 8 °C,Daily 9 am to 7 pm,Same Day
343,Maharashtra,Mumbai,HAEM033,test_343,280,C1,3 ml EDTA Whole Blood,Microscopy,2 - 8 °C,Daily 9 am to 8 pm,Same Day
344,Maharashtra,Mumbai,MOLBI134,test_344,2000,C3,3 ml EDTA Plasma,RT PCR,2 - 8 °C,Daily 6 pm,Same Day 11 pm
345,Maharashtra,Mumbai,BIOC133,test_345,570,C6,"10 ml Aliquot of 24 Hrs. Urine collected in 10 ml 12M HCl container, Mention volume",Biochemical,2 - 8 °C,Daily 9 am to 6 pm,Next Day 1 pm
346,Maharashtra,Mumbai,BIOC132,test_346,480,C2,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
347,Maharashtra,Mumbai,HAEM-O-032,test_347,2350,C5,"2 ml Citrate Plasma, Prepare Platelet Poor Plasma Within 1 Hrs. of Collection",Clotting,Frozen,Daily 5 pm,Next Day 12 pm
348,Maharashtra,Mumbai,MOLBI132,test_348,5500,C6,2 ml Sputum/ BAL /Other Respiratory Samples In Sterile Container,Line Probe Assay,2 - 8 °C,Daily 6 pm,4th Day 8 pm
349,Maharashtra,Mumbai,MOLBI131,test_349,4500,C6,Pure Growth Of Mycobacterium Spp. On Lj Slant/ Mgit Tube/ Bactec Alert Bottle.,Line Probe Assay,2 - 8 °C,Mon 6 pm,3rd Day 9 pm
350,Maharashtra,Mumbai,MOLBI130,test_350,1800,C6,2 ml Sputum/Bal/Other Respiratory Samples In Sterile Container,Line Probe Assay,2 - 8 °C,Daily 6 pm,4th Day 8 pm
351,Maharashtra,Mumbai,BIOC130,test_351,1000,C5,2 ml Serum,Turbidimetry,2 - 8 °C,Daily 9 am to 3 pm,Next Day 7 pm
352,Maharashtra,Mumbai,ELISA026,test_352,1900,C5,2 ml Serum,EIA,2 - 8 °C,Tue 12 pm,Next day 7 pm
353,Maharashtra,Mumbai,ELISA041,test_353,1680,C5,2 ml Serum,IFA,2 - 8 °C,Daily 12 pm,Next day 7 pm
354,Maharashtra,Mumbai,BIOCP029,test_354,1090,C2,3 ml Serum,Refer Individual  Test,2 - 8 °C,Daily 9 am to 7 pm,Same Day
355,Maharashtra,Mumbai,BIOCP027,test_355,1400,C2,"2 ml Citrated Plasma, 5 ml Serum",Refer Individual  Test,2 - 8 °C,Daily 9 am to 7 pm,Same Day
356,Maharashtra,Mumbai,BIOC-O-130,test_356,360,C5,3 ml Serum,Colorimetric,2 - 8 °C,Daily 3 pm,Next day 7 pm
357,Maharashtra,Mumbai,BIOC-O-129,test_357,1200,C5,3 ml Serum,"Spectophotometry,Electrophoresis",2 - 8 °C,Daily 12 pm,4th Day 7 pm
358,Maharashtra,Mumbai,BIOCP024,test_358,770,C2,3 ml Serum,Biochemical,2 - 8 °C,Refer Individual Test,Same Day
359,Maharashtra,Mumbai,BIOCP025,test_359,2200,C4,3 ml Serum,Biochemical,2 - 8 °C,Refer Individual Test,Next Day 7 pm
360,Maharashtra,Mumbai,BIOC128,test_360,690,C2,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
361,Maharashtra,Mumbai,IMMU059,test_361,620,C2,3 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 8 pm,Same Day
362,Maharashtra,Mumbai,IMMU058,test_362,530,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
363,Maharashtra,Mumbai,IMMUP004,test_363,1650,C2,3 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 8 pm,Same Day
364,Maharashtra,Mumbai,IMMUP003,test_364,1450,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 8 pm,Same Day
365,Maharashtra,Mumbai,BIOC-O-125,test_365,5800,C6,"3 ml serum in plain vacutainer, mention time of dose, time of collection",LCMS-MS,Room Temp,Daily 6 pm,Next day 7 pm
366,Maharashtra,Mumbai,ELISA025,test_366,1350,C5,2 ml Serum,EIA,2 - 8 °C,Daily 5 pm,Next day 7 pm
367,Maharashtra,Mumbai,SERO023,test_367,1000,C2,2 ml Serum,Immuno Chromatography,2 - 8 °C,Daily 9 am to 7 pm,Same Day
368,Maharashtra,Mumbai,ELISA024,test_368,1350,C6,2 ml Serum,EIA,2 - 8 °C,Daily 5 pm,Next day 7 pm
369,Maharashtra,Mumbai,SERO024,test_369,1000,C2,2 ml serum,Immunochromatography,2 - 8 °C,Daily 9 am to 7 pm,Same Day 4 Hrs
370,Maharashtra,Mumbai,MOLBI128,test_370,2350,C7,10 ml Urine In Sterile Container,RT PCR,2 - 8 °C,Daily 6 pm,3rd Day 2 pm
371,Maharashtra,Mumbai,MOLBI127,test_371,1700,C3,3 ml EDTA Whole Blood,RT PCR,2 - 8 °C,Daily 3 pm,Same Day 11 pm
372,Maharashtra,Mumbai,HAEM-O-029,test_372,630,C6,3 ml EDTA Whole Blood,Dark field microscopy,2 - 8 °C,Daily 12 pm & 5 pm,Next day 7 pm
373,Maharashtra,Mumbai,BIOC-O-122,test_373,1850,C5,10 ml Aliquot of Random Urine Collected In An Acid Washed (Metal Free) Container,ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 7 pm
374,Maharashtra,Mumbai,BIOC-O-121,test_374,1850,C5,10 ml aliquot from 24 hrs urine  Collected In Acid Washed container (Metal Free) Container,ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 7 pm
375,Maharashtra,Mumbai,BIOC-O-120,test_375,1850,C5,4 ml EDTA Whole Blood In Metal Free Tube (K2 EDTA Royal Tube),ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 7 pm
376,Maharashtra,Mumbai,BIOC125,test_376,420,C2,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
377,Maharashtra,Mumbai,CYTO057,test_377,990,C3,Cervical Scrapping in LBC Container,Staining &  microscopy,Room Temp,Daily 9 am to 8 pm,3rd Day
378,Maharashtra,Mumbai,BIOC-O-118,test_378,1330,C6,"5 ml EDTA whole blood, Clinical history & Clinician contact Number mandatory",Cytochemistry,Room Temp,Daily 6 pm,4th Day 8 pm
379,Maharashtra,Mumbai,BIOC-O-117,test_379,3150,C5,20 ml Urine Spot,Nephelometry,2 - 8 °C,Daily 9 am to 6 pm,Next Day 5 pm
380,Maharashtra,Mumbai,BIOC121,test_380,3150,C5,3 ml Serum,Immunoturbidimetry,2 - 8 °C,Daily 9 am to 6 pm,Next Day 5 pm
381,Maharashtra,Mumbai,BIOC-O-115,test_381,1150,C5,"2 ml Na Fluoride Plasma (Grey Top), Collection should done without applying tourniquet",Spectrophotometry,2 - 8 °C,Daily 3 pm,Next day 7 pm
382,Maharashtra,Mumbai,BIOC-O-114,test_382,1150,C5,2 ml CSF in Sterile Container,Spectrophotometry,2 - 8 °C,Daily 3 pm,Next day 7 pm
383,Maharashtra,Mumbai,MOLBI125,test_383,8250,C5,FFPE Block (>10% of tumor containt),ddPCR,Room Temp,Tue/ Thu/ Sat 5 pm,6th Day 9 pm
384,Maharashtra,Mumbai,GENP-O-095,test_384,6800,C5,Tissue in normal saline/FFPE Block,PCR,2 - 8 °C,Fri 12 pm,18 Days
385,Maharashtra,Mumbai,MOLPA-O-183,test_385,3800,C3,3 ml Heparin Whole Blood,Chromosomal Analysis G-Branding,2 - 8 °C,Daily 3 pm,15th Day 7 pm
386,Maharashtra,Mumbai,GENP-O-141,test_386,4500,C6,4 ml Whole Blood Na Heparin,Cell Culture,2 - 8 °C,Daily 2 pm,22nd Day 7 pm
387,Maharashtra,Mumbai,MOLPA-O-181,test_387,12000,C7,2 - 3 Cm Chorionic Villi or Placenta Villi in container Provied By Lab,Bacs on Beads,2 - 8 °C,Daily 2 pm,21 Days
388,Maharashtra,Mumbai,BIOC-O-113,test_388,3700,C5,10 ml Urine,Nephelometry,2 - 8 °C,Daily 9 AM to 6 pm,Next Day 3 pm
389,Maharashtra,Mumbai,BIOC120,test_389,3200,C5,3 ml EDTA Whole Blood,Flow Cytometry,2 - 8 °C,Daily 6 pm,3rd Day 8 pm
390,Maharashtra,Mumbai,BIOC197,test_390,5300,C5,10 ml Urine,Immunoturbidimetry,2 - 8 °C,Daily 9 AM to 6 pm,Next Day 3 pm
391,Maharashtra,Mumbai,BIOC119,test_391,5800,C5,3 ml Serum,Immunoturbidimetry,2 - 8 °C,Daily 9 AM to 6 pm,Next Day 3 pm
392,Maharashtra,Mumbai,POP361,test_392,2100,C4,3 ml Serum,As per indvidual test,2 - 8 °C,Daily 9 AM to 8 pm,Same day
393,Maharashtra,Mumbai,SERO-O-040,test_393,1550,C5,3 ml Serum,EIA,2 - 8 °C,Mon/ Thu 12 pm,Next Day 9 pm
394,Maharashtra,Mumbai,MOLPA-O-178,test_394,13150,C4,5 ml EDTA Whole Blood,"RT PCR, PCR Fragment Analysis, Sanger Sequencing",2 - 8 °C,Tue / Fri 6 pm,11th Day 8 pm
395,Maharashtra,Mumbai,MOLPA-O-174,test_395,5900,C5,3 ml EDTA Whole Blood,"RT PCR, Fragment Analysis",2 - 8 °C,Wed / Sat 12 pm,Sat / Wed 8 pm
396,Maharashtra,Mumbai,GENP-O-093,test_396,5800,C5,3 ml EDTA Whole Blood,Real Time PCR,2 - 8 °C,Daily 12 pm,3rd Day 7 pm
397,Maharashtra,Mumbai,CYTO-O-017,test_397,2200,C5,3 ml Serum,Indirect IFA,2 - 8 °C,Daily 12 pm,3rd Day 7 pm
398,Maharashtra,Mumbai,BIOC-O-108,test_398,2900,C6,"10 ml Aliquot of 24 Hrs. Urine in metal free container. No Preservative, Mention volume",ICPMS,2 - 8 °C,Daily 6 pm,4th Day 9 pm
399,Maharashtra,Mumbai,BIOCP022,test_399,840,C2,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
400,Maharashtra,Mumbai,BIOC117,test_400,450,C2,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
401,Maharashtra,Mumbai,BIOC116,test_401,650,C2,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
402,Maharashtra,Mumbai,IMMU-O-079,test_402,2700,C6,2 ml Serum,IFA,2 - 8 °C,Wed / Sat 5 pm,3rd Day 12 pm
403,Maharashtra,Mumbai,IMMUD022,test_403,3300,C5,3ml EDTA plasma,CLIA,2 - 8 °C,Daily 9 am to 6 pm,Next Day 12 pm
404,Maharashtra,Mumbai,IMMU057,test_404,900,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
405,Maharashtra,Mumbai,IMMU056,test_405,900,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
406,Maharashtra,Mumbai,IMMU055,test_406,900,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
407,Maharashtra,Mumbai,IMMU054,test_407,900,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
408,Maharashtra,Mumbai,GENP-O-089,test_408,2850,C6,2 ml Serum,CLIA,,Wed/ Sat 6 pm,3rd Day 8 pm
409,Maharashtra,Mumbai,IMMU-O-077,test_409,2050,C5,2 ml Serum,CLIA,2 - 8 °C,Fri 12 pm,Next Day 9 pm
410,Maharashtra,Mumbai,BIOC-O-107,test_410,2200,C5,2 ml Serum (preferred sampling time for females on Day 2/ 3 of mentrual cycle,EIA,2 - 8 °C,Mon/ Wed/ Fri 12 pm,Next Day 9 pm
411,Maharashtra,Mumbai,BIOC-O-106,test_411,850,C5,2 ml Serum,CLIA,2 - 8 °C,Daily 12 pm,Next Day 9 pm
412,Maharashtra,Mumbai,ELISA-O-084,test_412,1870,C6,3 ml Serum,EIA,2 - 8 °C,Wed 6 pm,Next Day 9 pm
413,Maharashtra,Mumbai,ELISA-O-083,test_413,1870,C6,3 ml Serum,EIA,2 - 8 °C,Wed 6 pm,Next Day 9 pm
414,Maharashtra,Mumbai,ELISA-O-082,test_414,1870,C6,3 ml Serum,EIA,2 - 8 °C,Wed 6 pm,Next Day 9 pm
415,Maharashtra,Mumbai,ELISA-O-081,test_415,1870,C6,3 ml Serum,EIA,2 - 8 °C,Wed 6 pm,Next Day 9 pm
416,Maharashtra,Mumbai,MOLBI115,test_416,5000,C6,Nasophyragenal Swab in VTM medium,PCR,2 - 8 °C,Daily 6 pm,Next  day 12 pm
417,Maharashtra,Mumbai,MOLBI170,test_417,5500,C6,Nasophyragenal Swab in VTM medium,PCR,2 - 8 °C,Daily 6 pm,Next  day 12 pm
418,Maharashtra,Mumbai,POP350,test_418,5300,C4,"3 ml of blood in EDTA, 3ml fluoride Plasma,  5 ml of serum",As per indvidual test,2 - 8 °C,Daily 9 AM to 7 pm,Same day
419,Maharashtra,Mumbai,POP339,test_419,3800,C4,"3 ml EDTA whole blood, 2 ml Fluoride Plasma, 5 ml Serum, 20 ml Urine in Sterile Container, Semen in Sterile Container",As per indvidual test,2 - 8 °C,Daily 9 am to 5 pm,4th Day 5 pm
420,Maharashtra,Mumbai,POP-O-068,test_420,5350,C6,3 ml Serum,IFA,Frozen,Wed/ Sat 6 pm,3rd Day 8 pm
421,Maharashtra,Mumbai,CYTO-O-023,test_421,1350,C5,2 ml Serum,Latex agglutination,Frozen,Daily 12 pm,Next day 7 pm
422,Maharashtra,Mumbai,CYTO-O-016,test_422,300,C3,2 ml CSF in Sterile Container,Microscopy,2 - 8 °C,Daily 9  am to 4 pm,Next Day 9 pm
423,Maharashtra,Mumbai,POP-O-067,test_423,4600,C7,4 ml Serum,As per indvidual test,2 - 8 °C,Daily 9 am to 6 pm,As per individual Test
424,Maharashtra,Mumbai,IMMUD-O-019,test_424,1150,C5,3 ml serum,Immunoturbidimetry,2 - 8 °C,Daily 3 pm,Next day 7 pm
425,Maharashtra,Mumbai,IMMUD-O-017,test_425,8300,C6,10 ml Aliquot From 24 Hrs Urine/ Spot Urine,As per indvidual test,2 - 8 °C,Sat 6 pm,4th Day 7 pm
426,Maharashtra,Mumbai,PATHO49,test_426,7850,C6,3 ml Serum,As per indvidual test,2 - 8 °C,Mon / Wed / Fri 5 pm,3rd Day 7 pm
427,Maharashtra,Mumbai,IMMUD-O-016,test_427,5800,C6,4 ml Serum,Electrophoresis,2 - 8 °C,Mon / Wed / Fri 6 pm,3rd Day 7 pm
428,Maharashtra,Mumbai,IMMUD-O-015,test_428,6650,C6,"20 ml of Aliqout From 24 Hr Urine, Mention Volume, Exclude First Morning Sample",Electrophoresis,2 - 8 °C,Wed 6 pm,3rd Day 7 pm
429,Maharashtra,Mumbai,HAEM032,test_429,330,C2,3 ml EDTA Whole with Fresh Smear,Automated cell counter,Room Temp,Daily 9 am to 8 pm,Same Day
430,Maharashtra,Mumbai,HISTO159,test_430,5500,C7,FFPE Tissue/Paraffin block. Histopathology report Mandatory,IHC,Room Temp,Daily 5 pm,7th Day
431,Maharashtra,Mumbai,HISTO-O-303,test_431,4500,C7,FFPE Tissue/Paraffin block. Histopathology report Mandatory,IHC,Room Temp,Daily 5 pm,7th Day
432,Maharashtra,Mumbai,HISTO-O-530,test_432,2750,C7,FFPE Tissue/Paraffin block. Histopathology report Mandatory,IHC,Room Temp,Daily 5 pm,7th Day
433,Maharashtra,Mumbai,HISTO-O-304,test_433,5500,C7,FFPE Tissue/Paraffin block. Histopathology report Mandatory,IHC,Room Temp,Daily 5 pm,7th Day
434,Maharashtra,Mumbai,HISTO-O-300,test_434,8500,C7,FFPE Tissue/Paraffin block. Histopathology report Mandatory,IHC,Room Temp,Daily 5 pm,7th Day
435,Maharashtra,Mumbai,HISTO160,test_435,9000,C7,FFPE Tissue/Paraffin block. Histopathology report Mandatory,IHC,Room Temp,Daily 5 pm,7th Day
436,Maharashtra,Mumbai,IMMU-O-076,test_436,1450,C6,2 ml CSF in Sterile Container,Nephelometry,2 - 8 °C,Wed / Sat 5 pm,Next day 7 pm
437,Maharashtra,Mumbai,HAEM-O-025,test_437,3150,C9,3 ml EDTA Whole Blood,Flow Cytometry,Room Temp,Daily 6 pm,5th Day 9 pm
438,Maharashtra,Mumbai,BIOC114,test_438,650,C5,2 ml Serum,Immunoturbidimetry,2 - 8 °C,Daily 3 pm,Next day 7 pm
439,Maharashtra,Mumbai,IMMU-O-075,test_439,1600,C6,2 ml CSF in Sterile Container,Immunoturbidimetry,2 - 8 °C,Daily 9 am to 5 pm,Next Day 3 pm
440,Maharashtra,Mumbai,HAEM-O-024,test_440,3100,C9,3 ml EDTA Whole Blood,Flow Cytometry,Room Temp,Daily 6 pm,5th Day 9 pm
441,Maharashtra,Mumbai,IMMU-O-074,test_441,7200,C6,3 ml Serum,Nephelometry,2 - 8 °C,Daily 9 am to 6 pm,Next Day 2 pm
442,Maharashtra,Mumbai,BIOC113,test_442,650,C5,2 ml Serum,Immunoturbidimetry,2 - 8 °C,Daily 3 pm,Next day 7 pm
443,Maharashtra,Mumbai,IMMU-O-073,test_443,3650,C6,"2 ml Serum, (8-10 Hrs Fasting Mandatory)",CLIA,2 - 8 °C,Daily 9 am to 6 pm,Next Day 12 pm
444,Maharashtra,Mumbai,IMMU-O-072,test_444,3850,C6,3 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 6 pm,Next Day 12 pm
445,Maharashtra,Mumbai,IMMU052,test_445,910,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
446,Maharashtra,Mumbai,IMMU-O-071,test_446,3400,C6,3 ml EDTA Whole Blood,Flow Cytometry,Room Temp,Daily 6 pm,3rd Day 8 pm
447,Maharashtra,Mumbai,IMMU-O-070,test_447,1450,C6,2 ml CSF in Sterile Container,Nephelometry,2 - 8 °C,Wed / Sat 6 pm,3rd Day 8 pm
448,Maharashtra,Mumbai,BIOC112,test_448,650,C5,2 ml Serum,Immunoturbidimetry,2 - 8 °C,Daily 3 pm,Next day 7 pm
449,Maharashtra,Mumbai,POP-O-064,test_449,5500,C6,"3ml Serum, Stool in Sterile container",As per indvidual test,2 - 8 °C,Wed 1 pm,Next Day 9 pm
450,Maharashtra,Mumbai,POP180,test_450,1700,C4,"3ml EDTA Whole Blood, 3 ml fluoride, 5ml serum, 20 ml urine",As per indvidual test,2 - 8 °C,Daily 9 AM to 8 pm,Same day
451,Maharashtra,Mumbai,GENP-O-087,test_451,3300,C5,4 ml EDTA Whole Blood,PCR and DNA Fragment analysis,2 - 8 °C,Mon 12 pm,12th Day 7 pm
452,Maharashtra,Mumbai,ELISA-O-079,test_452,740,C4,3 ml Serum,ELISA,2 - 8 °C,Tue / Thu / Sat 2 pm,Same Day 8 pm
453,Maharashtra,Mumbai,ELISA-O-077,test_453,740,C4,3 ml Serum,ELISA,2 - 8 °C,Tue / Thu / Sat 2 pm,Same Day 8 pm
454,Maharashtra,Mumbai,ELISA-O-076,test_454,1300,C4,3 ml Serum,ELISA,2 - 8 °C,Tue / Thu / Sat 2 pm,Same Day 8 pm
455,Maharashtra,Mumbai,ELISA-O-074,test_455,740,C4,3 ml Serum,ELISA,2 - 8 °C,Tue / Thu / Sat 2 pm,Same Day 8 pm
456,Maharashtra,Mumbai,ELISA019,test_456,740,C4,3 ml Serum,ELISA,2 - 8 °C,Tue / Thu / Sat 2 pm,Same Day 8 pm
457,Maharashtra,Mumbai,SERO-O-039,test_457,2330,C6,3 ml Serum,Western Blot,2 - 8 °C,Daily 6 pm,3rd Day 10 pm
458,Maharashtra,Mumbai,ELISA022,test_458,740,C2,2 ml Serum,ELISA,2 - 8 °C,Tue / Thu / Sat 2 pm,Same Day 8 pm
459,Maharashtra,Mumbai,SERO-O-038,test_459,2330,C6,3 ml Serum,Western Blot,2 - 8 °C,Daily 6 pm,3rd Day 10 pm
460,Maharashtra,Mumbai,ELISA021,test_460,740,C2,2 ml Serum,ELISA,2 - 8 °C,Tue / Thu / Sat 2 pm,Same Day 8 pm
461,Maharashtra,Mumbai,ELISA020,test_461,1300,C2,3 ml Serum,ELISA,2 - 8 °C,Tue / Thu / Sat 2 pm,Same Day 8 pm
462,Maharashtra,Mumbai,MOLBI-O-018,test_462,4500,C6,"2 ml CSF in sterile container, 2 ml serum, swab in normal saline with sufficient material in sterile falcon tube, 3ml blister fluid in sterile container",Real Time PCR,2 - 8 °C,Tue / Thu / Sat 6 pm,Next Day 10 pm
463,Maharashtra,Mumbai,BIOC110,test_463,800,C2,2 ml Serum,Nephelometry,2 - 8 °C,Daily 9 am to 8 pm,Same Day
464,Maharashtra,Mumbai,IMMU046,test_464,1650,C2,2 ml Serum,ELFA,2 - 8 °C,Daily 9 am to 8 pm,Same Day
465,Maharashtra,Mumbai,POP352,test_465,1250,C4,3 ml Serum,As per indvidual test,2 - 8 °C,Daily 9 am to 6 pm,Same Day
466,Maharashtra,Mumbai,MOLBI112,test_466,2500,C4,Vaginal Swab In LBC Container,RT PCR,Room Temp,Wed / Sat 6 pm,Next day 7 pm
467,Maharashtra,Mumbai,MOLBI152,test_467,2250,C4,Vaginal Swab In LBC Container,RT PCR,Room Temp,Wed / Sat 6 pm,Next day 7 pm
468,Maharashtra,Mumbai,IMMUD021,test_468,2400,C4,3 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 8 pm,Same Day
469,Maharashtra,Mumbai,IMMU-O-066,test_469,4400,C5,"20 ml Spot Urine Sample, Add 50% HCL Drop By Drop To Maintain Ph 1-2, Do not Use Concentrated HCL",LCMS-MS,2 - 8 °C,Tue / Fri 12 pm,Fri / Tue 8 pm
470,Maharashtra,Mumbai,IMMU-O-065,test_470,330,C5,"10 ml Urine, Wrap container in Aluminium Foil",Chemical,2 - 8 °C,Daily 3 pm,Next day 7 pm
471,Maharashtra,Mumbai,IMMU051,test_471,1300,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
472,Maharashtra,Mumbai,IMMU050,test_472,1200,C3,"2 ml Serum, 2 ml Flouride Plasma, Fasting Mandatory",CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
473,Maharashtra,Mumbai,MOLBI111,test_473,2550,C3,3 ml EDTA Whole Blood,Real Time PCR,2 - 8 °C,Tue/ Fri 5 pm,Next Day 7 pm
474,Maharashtra,Mumbai,POP-O-060,test_474,5700,C3,2 Tubes of 3 ml EDTA Plasma,Real Time PCR/ Flow Cytometry,2 - 8 °C,Tue/ Fri 6 pm,3rd Day 5 pm
475,Maharashtra,Mumbai,SERO022,test_475,2900,C6,2 ml Serum,Western Blot,2 - 8 °C,Daily 6 pm,Next day 7 pm
476,Maharashtra,Mumbai,MOLBI105,test_476,4900,C3,2 Tubes of 3 ml EDTA Plasma,Real time PCR,2 - 8 °C,Tue/ Fri 6 pm,Next Day 7 pm
477,Maharashtra,Mumbai,MOLBI106,test_477,3300,C3,2 Tubes of 3 ml EDTA Plasma,Real time PCR,2 - 8 °C,Tue/ Fri 6 pm,Next Day 7 pm
478,Maharashtra,Mumbai,SERO020,test_478,520,C1,2 ml Serum,Immunofiltration,2 - 8 °C,Daily 9 am to 8 pm,Same Day
479,Maharashtra,Mumbai,IMMU049,test_479,650,C1,2 ml Serum,ELFA,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
480,Maharashtra,Mumbai,IMMU047,test_480,650,C1,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
481,Maharashtra,Mumbai,SERO-O-086,test_481,7500,C9,2 ml Serum,Gel method,Frozen,Daily 6 pm,5th Day 7 pm
482,Maharashtra,Mumbai,HISTO084,test_482,1200,C3,Tissue In 10% Formalin,"Tissue Grossing, Processing and Microscopy",Room Temp,Daily 9 am to 7 pm,5th Day 7 pm
483,Maharashtra,Mumbai,HISTO082,test_483,1500,C3,Tissue In 10% Formalin,"Tissue Grossing, Processing and Microscopy",Room Temp,Daily 9 am to 7 pm,5th Day 7 pm
484,Maharashtra,Mumbai,HISTO081,test_484,1800,C3,Tissue In 10% Formalin,"Tissue Grossing, Processing and Microscopy",Room Temp,Daily 9 am to 7 pm,7th Day 7 pm
485,Maharashtra,Mumbai,HISTO078,test_485,3300,C3,Tissue In 10% Formalin,"Tissue Grossing, Processing and Microscopy",Room Temp,Daily 9 am to 7 pm,7th Day 7 pm
486,Maharashtra,Mumbai,HISTO102,test_486,1100,C3,Tissue In 10% Formalin,"Tissue Grossing, Processing and Microscopy",Room Temp,Daily 9 am to 7 pm,4th Day 7 pm
